gene id,cluster,symbol,name,level,rank
56660,C1,KCNK12,"potassium channel, subfamily K, member 12",-,2330
79750,C1,ZNF385D,zinc finger protein 385D,-,2331
63973,C1,NEUROG2,neurogenin 2,-,2345
1749,C1,DLX5,distal-less homeobox 5,-,2361
5816,C1,PVALB,parvalbumin,-,2384
6855,C1,SYP,synaptophysin,-,2394
575,C1,BAI1,brain-specific angiogenesis inhibitor 1,-,2404
7021,C1,TFAP2B,transcription factor AP-2 beta (activating enhancer binding protein 2 beta),-,2409
64405,C1,CDH22,"cadherin 22, type 2",E4,2423
55321,C1,TMEM74B,transmembrane protein 74B,-,2439
322,C1,APBB1,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)",-,2444
766,C1,CA7,carbonic anhydrase VII,-,2453
56132,C1,PCDHB3,protocadherin beta 3,-,2462
23205,C1,ACSBG1,acyl-CoA synthetase bubblegum family member 1,-,2480
7080,C1,NKX2-1,NK2 homeobox 1,-,2488
5818,C1,PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C),-,2493
253982,C1,ASPHD1,aspartate beta-hydroxylase domain containing 1,-,2494
5455,C1,POU3F3,POU class 3 homeobox 3,-,2495
23162,C1,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,-,2496
54413,C1,NLGN3,neuroligin 3,E1,3428
8912,C1,CACNA1H,"calcium channel, voltage-dependent, T type, alpha 1H subunit",E1,3918
56147,C10,PCDHA1,protocadherin alpha 1,-,1267
56134,C10,PCDHAC2,"protocadherin alpha subfamily C, 2",-,1347
57628,C10,DPP10,dipeptidyl-peptidase 10 (non-functional),E3,1518
56141,C10,PCDHA7,protocadherin alpha 7,-,1523
56136,C10,PCDHA13,protocadherin alpha 13,-,1636
56142,C10,PCDHA6,protocadherin alpha 6,-,1682
56135,C10,PCDHAC1,"protocadherin alpha subfamily C, 1",-,1683
118427,C10,OLFM3,olfactomedin 3,-,1709
56138,C10,PCDHA11,protocadherin alpha 11,-,1710
56140,C10,PCDHA8,protocadherin alpha 8,-,1942
56144,C10,PCDHA4,protocadherin alpha 4,-,2343
84530,C11,SRRM4,serine/arginine repetitive matrix 4,-,1068
154215,C11,NKAIN2,Na+/K+ transporting ATPase interacting 2,-,1108
284716,C11,RIMKLA,ribosomal modification protein rimK-like family member A,-,1367
266743,C11,NPAS4,neuronal PAS domain protein 4,-,1960
80333,C11,KCNIP4,Kv channel interacting protein 4,-,2008
84966,C11,IGSF21,"immunoglobin superfamily, member 21",-,2102
116135,C11,LRRC3B,leucine rich repeat containing 3B,-,2112
170261,C11,ZCCHC12,"zinc finger, CCHC domain containing 12",-,2119
121256,C11,TMEM132D,transmembrane protein 132D,-,2385
9745,C12,ZNF536,zinc finger protein 536,-,527
23127,C12,COLGALT2,collagen beta(1-O)galactosyltransferase 2,-,1080
8900,C12,CCNA1,cyclin A1,-,1175
79632,C12,FAM184A,"family with sequence similarity 184, member A",-,1371
25849,C12,PARM1,prostate androgen-regulated mucin-like protein 1,-,1879
7306,C12,TYRP1,tyrosinase-related protein 1,-,2121
22829,C12,NLGN4Y,"neuroligin 4, Y-linked",E3,2355
9378,C13,NRXN1,neurexin 1,E1,2
1795,C13,DOCK3,dedicator of cytokinesis 3,E3,264
22986,C13,SORCS3,sortilin-related VPS10 domain containing receptor 3,E3,366
2262,C13,GPC5,glypican 5,-,702
8549,C13,LGR5,leucine-rich repeat containing G protein-coupled receptor 5,-,1092
9911,C13,TMCC2,transmembrane and coiled-coil domain family 2,-,1728
3781,C13,KCNN2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",-,2415
26470,C14,SEZ6L2,seizure related 6 homolog (mouse)-like 2,E3,1018
55565,C14,ZNF821,zinc finger protein 821,-,1196
6712,C14,SPTBN2,"spectrin, beta, non-erythrocytic 2",-,1344
5064,C14,PALM,paralemmin,-,1349
21,C14,ABCA3,"ATP-binding cassette, sub-family A (ABC1), member 3",-,1841
1917,C14,EEF1A2,eukaryotic translation elongation factor 1 alpha 2,-,2427
22859,C15,LPHN1,latrophilin 1,-,81
5590,C15,PRKCZ,"protein kinase C, zeta",-,1110
770,C15,CA11,carbonic anhydrase XI,-,1594
9143,C15,SYNGR3,synaptogyrin 3,-,1897
84900,C15,RNFT2,"ring finger protein, transmembrane 2",-,1917
9211,C16,LGI1,"leucine-rich, glioma inactivated 1",-,646
25834,C16,MGAT4C,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative)",-,1362
57821,C16,CCDC181,coiled-coil domain containing 181,-,1637
9856,C16,KIAA0319,KIAA0319,-,1819
1286,C16,COL4A4,"collagen, type IV, alpha 4",-,2368
81873,C17,ARPC5L,"actin related protein 2/3 complex, subunit 5-like",-,1162
5710,C17,PSMD4,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",-,1166
4738,C17,NEDD8,"neural precursor cell expressed, developmentally down-regulated 8",-,1368
2029,C17,ENSA,endosulfine alpha,-,1590
51690,C17,LSM7,"LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)",-,1840
6857,C2,SYT1,synaptotagmin I,-,5
6616,C2,SNAP25,"synaptosomal-associated protein, 25kDa",E3,6
287,C2,ANK2,"ankyrin 2, neuronal",-,9
10439,C2,OLFM1,olfactomedin 1,-,14
1501,C2,CTNND2,"catenin (cadherin-associated protein), delta 2",-,16
4857,C2,NOVA1,neuro-oncological ventral antigen 1,-,18
2891,C2,GRIA2,"glutamate receptor, ionotropic, AMPA 2",E4,19
80031,C2,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",-,20
22941,C2,SHANK2,SH3 and multiple ankyrin repeat domains 2,E1,22
9369,C2,NRXN3,neurexin 3,-,23
862,C2,RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",-,25
2562,C2,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",E3,27
4915,C2,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2",E3,28
2596,C2,GAP43,growth associated protein 43,-,29
4325,C2,MMP16,matrix metallopeptidase 16 (membrane-inserted),-,30
783,C2,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",-,34
89795,C2,NAV3,neuron navigator 3,-,39
53335,C2,BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein),-,44
3358,C2,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",E3,46
1641,C2,DCX,doublecortin,E3,47
4897,C2,NRCAM,neuronal cell adhesion molecule,E3,49
3356,C2,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",E3,51
26033,C2,ATRNL1,attractin-like 1,-,53
2823,C2,GPM6A,glycoprotein M6A,-,54
2115,C2,ETV1,ets variant 1,-,59
23236,C2,PLCB1,"phospholipase C, beta 1 (phosphoinositide-specific)",-,61
8997,C2,KALRN,"kalirin, RhoGEF kinase",-,63
2066,C2,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,E3,64
6664,C2,SOX11,SRY (sex determining region Y)-box 11,-,66
41,C2,ASIC1,acid-sensing (proton-gated) ion channel 1,-,69
6000,C2,RGS7,regulator of G-protein signaling 7,E4,80
9901,C2,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,-,82
3778,C2,KCNMA1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",E4,87
23284,C2,LPHN3,latrophilin 3,-,88
2571,C2,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)",E3,90
10675,C2,CSPG5,chondroitin sulfate proteoglycan 5 (neuroglycan C),-,93
5178,C2,PEG3,paternally expressed 3,-,96
23114,C2,NFASC,neurofascin,-,97
4133,C2,MAP2,microtubule-associated protein 2,-,98
5999,C2,RGS4,regulator of G-protein signaling 4,-,99
4884,C2,NPTX1,neuronal pentraxin I,-,101
8534,C2,CHST1,carbohydrate (keratan sulfate Gal-6) sulfotransferase 1,-,104
1837,C2,DTNA,"dystrobrevin, alpha",-,106
744,C2,MPPED2,metallophosphoesterase domain containing 2,-,107
9215,C2,LARGE,like-glycosyltransferase,-,109
10687,C2,PNMA2,paraneoplastic Ma antigen 2,-,113
27445,C2,PCLO,piccolo presynaptic cytomatrix protein,-,114
273,C2,AMPH,amphiphysin,-,118
8618,C2,CADPS,Ca++-dependent secretion activator,-,119
577,C2,BAI3,brain-specific angiogenesis inhibitor 3,-,129
2104,C2,ESRRG,estrogen-related receptor gamma,-,131
4760,C2,NEUROD1,neuronal differentiation 1,-,136
3797,C2,KIF3C,kinesin family member 3C,-,141
2898,C2,GRIK2,"glutamate receptor, ionotropic, kainate 2",E2,142
3800,C2,KIF5C,kinesin family member 5C,-,146
2047,C2,EPHB1,EPH receptor B1,-,152
23040,C2,MYT1L,myelin transcription factor 1-like,-,154
25758,C2,KIAA1549L,KIAA1549-like,-,159
9223,C2,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",-,163
2263,C2,FGFR2,fibroblast growth factor receptor 2,-,165
9760,C2,TOX,thymocyte selection-associated high mobility group box,-,168
2555,C2,GABRA2,"gamma-aminobutyric acid (GABA) A receptor, alpha 2",E3,171
9783,C2,RIMS3,regulating synaptic membrane exocytosis 3,E3,173
7881,C2,KCNAB1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",-,176
1780,C2,DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1",-,177
10505,C2,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",-,179
8745,C2,ADAM23,ADAM metallopeptidase domain 23,-,187
23504,C2,RIMBP2,RIMS binding protein 2,-,188
9890,C2,LPPR4,lipid phosphate phosphatase-related protein type 4,-,192
5602,C2,MAPK10,mitogen-activated protein kinase 10,-,194
26052,C2,DNM3,dynamin 3,-,198
1272,C2,CNTN1,contactin 1,-,199
55384,C2,MEG3,maternally expressed 3 (non-protein coding),-,201
6422,C2,SFRP1,secreted frizzled-related protein 1,-,204
55885,C2,LMO3,LIM domain only 3 (rhombotin-like 2),-,215
22843,C2,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent, 1E",-,226
5156,C2,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide",-,233
5362,C2,PLXNA2,plexin A2,-,235
8671,C2,SLC4A4,"solute carrier family 4 (sodium bicarbonate cotransporter), member 4",-,236
6529,C2,SLC6A1,"solute carrier family 6 (neurotransmitter transporter), member 1",E3,238
7216,C2,TRO,trophinin,-,239
2254,C2,FGF9,fibroblast growth factor 9,-,241
81849,C2,ST6GALNAC5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",-,244
534,C2,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2",-,247
9863,C2,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",-,252
4684,C2,NCAM1,neural cell adhesion molecule 1,-,255
22871,C2,NLGN1,neuroligin 1,E3,265
27253,C2,PCDH17,protocadherin 17,-,269
57556,C2,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",-,281
321,C2,APBA2,"amyloid beta (A4) precursor protein-binding, family A, member 2",E3,283
1740,C2,DLG2,"discs, large homolog 2 (Drosophila)",E3,284
3084,C2,NRG1,neuregulin 1,E3,285
5789,C2,PTPRD,"protein tyrosine phosphatase, receptor type, D",-,287
2048,C2,EPHB2,EPH receptor B2,-,298
3751,C2,KCND2,"potassium voltage-gated channel, Shal-related subfamily, member 2",E3,299
6456,C2,SH3GL2,SH3-domain GRB2-like 2,-,301
460,C2,ASTN1,astrotactin 1,-,306
4139,C2,MARK1,MAP/microtubule affinity-regulating kinase 1,E3,308
8622,C2,PDE8B,phosphodiesterase 8B,-,323
5915,C2,RARB,"retinoic acid receptor, beta",E3,325
793,C2,CALB1,"calbindin 1, 28kDa",E4,342
2042,C2,EPHA3,EPH receptor A3,-,346
55117,C2,SLC6A15,"solute carrier family 6 (neutral amino acid transporter), member 15",-,351
5080,C2,PAX6,paired box 6,E3,355
5144,C2,PDE4D,"phosphodiesterase 4D, cAMP-specific",-,357
1993,C2,ELAVL2,ELAV like neuron-specific RNA binding protein 2,-,361
9355,C2,LHX2,LIM homeobox 2,-,362
26050,C2,SLITRK5,"SLIT and NTRK-like family, member 5",-,370
3131,C2,HLF,hepatic leukemia factor,-,379
4808,C2,NHLH2,nescient helix loop helix 2,-,387
1741,C2,DLG3,"discs, large homolog 3 (Drosophila)",-,388
6622,C2,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",-,401
5099,C2,PCDH7,protocadherin 7,-,402
6299,C2,SALL1,spalt-like transcription factor 1,-,408
54674,C2,LRRN3,leucine rich repeat neuronal 3,-,410
80144,C2,FRAS1,Fraser syndrome 1,-,411
8522,C2,GAS7,growth arrest-specific 7,-,414
728215,C2,FAM155A,"family with sequence similarity 155, member A",-,416
55061,C2,SUSD4,sushi domain containing 4,-,417
5801,C2,PTPRR,"protein tyrosine phosphatase, receptor type, R",-,418
1756,C2,DMD,dystrophin,-,421
2583,C2,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1",-,427
9892,C2,SNAP91,"synaptosomal-associated protein, 91kDa",-,428
1734,C2,DIO2,"deiodinase, iodothyronine, type II",-,434
5649,C2,RELN,reelin,E2,436
5100,C2,PCDH8,protocadherin 8,-,440
5799,C2,PTPRN2,"protein tyrosine phosphatase, receptor type, N polypeptide 2",E3,441
11278,C2,KLF12,Kruppel-like factor 12,-,445
131566,C2,DCBLD2,"discoidin, CUB and LCCL domain containing 2",-,447
10085,C2,EDIL3,EGF-like repeats and discoidin I-like domains 3,-,471
5354,C2,PLP1,proteolipid protein 1,-,480
54769,C2,DIRAS2,"DIRAS family, GTP-binding RAS-like 2",-,488
79776,C2,ZFHX4,zinc finger homeobox 4,-,491
27065,C2,NSG1,neuron specific gene family member 1,-,499
4293,C2,MAP3K9,mitogen-activated protein kinase kinase kinase 9,-,500
91,C2,ACVR1B,"activin A receptor, type IB",-,510
55859,C2,BEX1,"brain expressed, X-linked 1",-,516
1952,C2,CELSR2,"cadherin, EGF LAG seven-pass G-type receptor 2",-,526
2346,C2,FOLH1,folate hydrolase (prostate-specific membrane antigen) 1,E3,530
23057,C2,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,-,542
6863,C2,TAC1,"tachykinin, precursor 1",E3,543
7447,C2,VSNL1,visinin-like 1,-,555
775,C2,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",-,558
2983,C2,GUCY1B3,"guanylate cyclase 1, soluble, beta 3",-,560
9649,C2,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,-,572
8013,C2,NR4A3,"nuclear receptor subfamily 4, group A, member 3",-,594
1004,C2,CDH6,"cadherin 6, type 2, K-cadherin (fetal kidney)",-,596
5122,C2,PCSK1,proprotein convertase subtilisin/kexin type 1,-,604
56137,C2,PCDHA12,protocadherin alpha 12,-,609
59353,C2,TMEM35,transmembrane protein 35,-,611
2781,C2,GNAZ,"guanine nucleotide binding protein (G protein), alpha z polypeptide",-,618
5587,C2,PRKD1,protein kinase D1,-,619
7042,C2,TGFB2,"transforming growth factor, beta 2",-,625
23767,C2,FLRT3,fibronectin leucine rich transmembrane protein 3,-,628
11069,C2,RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4,E3,635
200734,C2,SPRED2,"sprouty-related, EVH1 domain containing 2",-,643
1496,C2,CTNNA2,"catenin (cadherin-associated protein), alpha 2",-,654
26059,C2,ERC2,ELKS/RAB6-interacting/CAST family member 2,-,663
55190,C2,NUDT11,nudix (nucleoside diphosphate linked moiety X)-type motif 11,-,675
10529,C2,NEBL,nebulette,-,685
83988,C2,NCALD,neurocalcin delta,-,687
6660,C2,SOX5,SRY (sex determining region Y)-box 5,E4,704
10046,C2,MAMLD1,mastermind-like domain containing 1,-,705
339479,C2,BRINP3,bone morphogenetic protein/retinoic acid inducible neural-specific 3,-,710
9705,C2,ST18,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein),-,714
8395,C2,PIP5K1B,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",-,717
4685,C2,NCAM2,neural cell adhesion molecule 2,-,718
5046,C2,PCSK6,proprotein convertase subtilisin/kexin type 6,-,731
65997,C2,RASL11B,"RAS-like, family 11, member B",-,732
56675,C2,NRIP3,nuclear receptor interacting protein 3,-,736
6328,C2,SCN3A,"sodium channel, voltage-gated, type III, alpha subunit",E4,737
25999,C2,CLIP3,CAP-GLY domain containing linker protein 3,-,739
221981,C2,THSD7A,"thrombospondin, type I, domain containing 7A",-,750
627,C2,BDNF,brain-derived neurotrophic factor,E3,754
27324,C2,TOX3,TOX high mobility group box family member 3,-,755
1010,C2,CDH12,"cadherin 12, type 2 (N-cadherin 2)",-,759
357,C2,SHROOM2,shroom family member 2,-,763
7545,C2,ZIC1,Zic family member 1,-,774
1114,C2,CHGB,chromogranin B (secretogranin 1),-,776
9865,C2,TRIL,TLR4 interactor with leucine-rich repeats,-,788
6297,C2,SALL2,spalt-like transcription factor 2,-,800
5063,C2,PAK3,p21 protein (Cdc42/Rac)-activated kinase 3,-,808
2036,C2,EPB41L1,erythrocyte membrane protein band 4.1-like 1,-,814
7102,C2,TSPAN7,tetraspanin 7,E3,817
24141,C2,LAMP5,"lysosomal-associated membrane protein family, member 5",-,819
6447,C2,SCG5,secretogranin V (7B2 protein),E3,824
2138,C2,EYA1,eyes absent homolog 1 (Drosophila),-,828
6376,C2,CX3CL1,chemokine (C-X3-C motif) ligand 1,-,832
5179,C2,PENK,proenkephalin,-,835
5069,C2,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1",-,843
7857,C2,SCG2,secretogranin II,-,849
9627,C2,SNCAIP,"synuclein, alpha interacting protein",-,855
10752,C2,CHL1,cell adhesion molecule L1-like,-,859
2774,C2,GNAL,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type",-,860
6262,C2,RYR2,ryanodine receptor 2 (cardiac),-,862
51299,C2,NRN1,neuritin 1,-,874
154661,C2,RUNDC3B,RUN domain containing 3B,-,891
9508,C2,ADAMTS3,"ADAM metallopeptidase with thrombospondin type 1 motif, 3",-,895
55816,C2,DOK5,docking protein 5,-,897
57419,C2,SLC24A3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",-,900
23085,C2,ERC1,ELKS/RAB6-interacting/CAST family member 1,-,902
5121,C2,PCP4,Purkinje cell protein 4,-,905
5764,C2,PTN,pleiotrophin,-,907
10391,C2,CORO2B,"coronin, actin binding protein, 2B",-,913
2045,C2,EPHA7,EPH receptor A7,-,914
2065,C2,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3,-,921
55691,C2,FRMD4A,FERM domain containing 4A,-,932
154796,C2,AMOT,angiomotin,-,933
3815,C2,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,-,944
4223,C2,MEOX2,mesenchyme homeobox 2,-,949
8506,C2,CNTNAP1,contactin associated protein 1,-,951
5629,C2,PROX1,prospero homeobox 1,-,962
655,C2,BMP7,bone morphogenetic protein 7,-,987
7070,C2,THY1,Thy-1 cell surface antigen,-,993
23254,C2,KAZN,"kazrin, periplakin interacting protein",-,996
9762,C2,LZTS3,"leucine zipper, putative tumor suppressor family member 3",-,1003
2246,C2,FGF1,fibroblast growth factor 1 (acidic),-,1005
2245,C2,FGD1,"FYVE, RhoGEF and PH domain containing 1",-,1009
4886,C2,NPY1R,neuropeptide Y receptor Y1,E3,1012
5414,C2,4-Sep,septin 4,-,1015
25924,C2,MYRIP,myosin VIIA and Rab interacting protein,-,1020
9465,C2,AKAP7,A kinase (PRKA) anchor protein 7,-,1029
4081,C2,MAB21L1,mab-21-like 1 (C. elegans),-,1035
861,C2,RUNX1,runt-related transcription factor 1,-,1041
10231,C2,RCAN2,regulator of calcineurin 2,-,1048
323,C2,APBB2,"amyloid beta (A4) precursor protein-binding, family B, member 2",-,1049
56062,C2,KLHL4,kelch-like family member 4,-,1051
9079,C2,LDB2,LIM domain binding 2,-,1061
9372,C2,ZFYVE9,"zinc finger, FYVE domain containing 9",-,1070
1012,C2,CDH13,cadherin 13,-,1072
3776,C2,KCNK2,"potassium channel, subfamily K, member 2",-,1075
26045,C2,LRRTM2,leucine rich repeat transmembrane neuronal 2,-,1081
23263,C2,MCF2L,MCF.2 cell line derived transforming sequence-like,-,1084
5592,C2,PRKG1,"protein kinase, cGMP-dependent, type I",-,1091
10395,C2,DLC1,deleted in liver cancer 1,-,1105
55351,C2,STK32B,serine/threonine kinase 32B,-,1121
1607,C2,DGKB,"diacylglycerol kinase, beta 90kDa",-,1122
7482,C2,WNT2B,"wingless-type MMTV integration site family, member 2B",-,1126
5727,C2,PTCH1,patched 1,-,1149
54898,C2,ELOVL2,ELOVL fatty acid elongase 2,-,1167
259217,C2,HSPA12A,heat shock 70kDa protein 12A,-,1183
1183,C2,CLCN4,"chloride channel, voltage-sensitive 4",-,1187
3382,C2,ICA1,"islet cell autoantigen 1, 69kDa",E4,1203
56967,C2,C14orf132,chromosome 14 open reading frame 132,-,1211
9771,C2,RAPGEF5,Rap guanine nucleotide exchange factor (GEF) 5,-,1212
23329,C2,TBC1D30,"TBC1 domain family, member 30",-,1216
9687,C2,GREB1,growth regulation by estrogen in breast cancer 1,-,1252
4753,C2,NELL2,NEL-like 2 (chicken),E4,1253
83660,C2,TLN2,talin 2,-,1254
63982,C2,ANO3,anoctamin 3,-,1260
5744,C2,PTHLH,parathyroid hormone-like hormone,-,1269
6781,C2,STC1,stanniocalcin 1,-,1273
4038,C2,LRP4,low density lipoprotein receptor-related protein 4,-,1290
10418,C2,SPON1,"spondin 1, extracellular matrix protein",E3,1294
2295,C2,FOXF2,forkhead box F2,-,1315
3696,C2,ITGB8,"integrin, beta 8",-,1318
1036,C2,CDO1,cysteine dioxygenase type 1,-,1319
65009,C2,NDRG4,NDRG family member 4,-,1320
1910,C2,EDNRB,endothelin receptor type B,-,1322
29951,C2,PDZRN4,PDZ domain containing ring finger 4,-,1328
55964,C2,3-Sep,septin 3,-,1333
4644,C2,MYO5A,"myosin VA (heavy chain 12, myoxin)",-,1342
7432,C2,VIP,vasoactive intestinal peptide,-,1358
8828,C2,NRP2,neuropilin 2,E3,1360
6263,C2,RYR3,ryanodine receptor 3,E3,1364
50804,C2,MYEF2,myelin expression factor 2,-,1369
53353,C2,LRP1B,low density lipoprotein receptor-related protein 1B,-,1394
4488,C2,MSX2,msh homeobox 2,-,1405
51760,C2,SYT17,synaptotagmin XVII,E4,1415
2201,C2,FBN2,fibrillin 2,-,1425
56475,C2,RPRM,"reprimo, TP53 dependent G2 arrest mediator candidate",-,1426
1295,C2,COL8A1,"collagen, type VIII, alpha 1",-,1428
26575,C2,RGS17,regulator of G-protein signaling 17,-,1439
3670,C2,ISL1,ISL LIM homeobox 1,-,1441
90362,C2,FAM110B,"family with sequence similarity 110, member B",-,1442
6444,C2,SGCD,"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)",-,1453
57188,C2,ADAMTSL3,ADAMTS-like 3,-,1456
23508,C2,TTC9,tetratricopeptide repeat domain 9,-,1461
1131,C2,CHRM3,"cholinergic receptor, muscarinic 3",-,1462
64084,C2,CLSTN2,calsyntenin 2,-,1468
80319,C2,CXXC4,CXXC finger protein 4,-,1472
4856,C2,NOV,nephroblastoma overexpressed,-,1478
79870,C2,BAALC,"brain and acute leukemia, cytoplasmic",-,1482
4784,C2,NFIX,nuclear factor I/X (CCAAT-binding transcription factor),-,1483
6785,C2,ELOVL4,ELOVL fatty acid elongase 4,-,1487
5396,C2,PRRX1,paired related homeobox 1,-,1491
23189,C2,KANK1,KN motif and ankyrin repeat domains 1,-,1493
367,C2,AR,androgen receptor,E3,1499
6860,C2,SYT4,synaptotagmin IV,-,1501
10740,C2,RFPL1S,RFPL1 antisense RNA 1,-,1506
54566,C2,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,-,1509
23285,C2,KIAA1107,KIAA1107,-,1513
23500,C2,DAAM2,dishevelled associated activator of morphogenesis 2,-,1531
9638,C2,FEZ1,fasciculation and elongation protein zeta 1 (zygin I),-,1554
150,C2,ADRA2A,adrenoceptor alpha 2A,E3,1556
5865,C2,RAB3B,"RAB3B, member RAS oncogene family",-,1562
7039,C2,TGFA,"transforming growth factor, alpha",-,1563
4885,C2,NPTX2,neuronal pentraxin II,E3,1567
9729,C2,KIAA0408,KIAA0408,-,1568
91752,C2,ZNF804A,zinc finger protein 804A,-,1570
9743,C2,ARHGAP32,Rho GTPase activating protein 32,-,1571
5138,C2,PDE2A,"phosphodiesterase 2A, cGMP-stimulated",-,1591
5803,C2,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",E3,1595
477,C2,ATP1A2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",-,1611
63895,C2,PIEZO2,piezo-type mechanosensitive ion channel component 2,-,1625
54329,C2,GPR85,G protein-coupled receptor 85,-,1628
2261,C2,FGFR3,fibroblast growth factor receptor 3,-,1648
1404,C2,HAPLN1,hyaluronan and proteoglycan link protein 1,-,1652
8503,C2,PIK3R3,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",-,1659
284244,C2,LOC284244,uncharacterized LOC284244,-,1660
8322,C2,FZD4,frizzled family receptor 4,-,1666
1288,C2,COL4A6,"collagen, type IV, alpha 6",-,1673
8707,C2,B3GALT2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-,1686
55068,C2,ENOX1,ecto-NOX disulfide-thiol exchanger 1,-,1696
23007,C2,PLCH1,"phospholipase C, eta 1",-,1697
2018,C2,EMX2,empty spiracles homeobox 2,-,1701
5136,C2,PDE1A,"phosphodiesterase 1A, calmodulin-dependent",-,1704
27303,C2,RBMS3,"RNA binding motif, single stranded interacting protein 3",-,1712
55521,C2,TRIM36,tripartite motif containing 36,-,1726
2982,C2,GUCY1A3,"guanylate cyclase 1, soluble, alpha 3",-,1730
5599,C2,MAPK8,mitogen-activated protein kinase 8,-,1764
11197,C2,WIF1,WNT inhibitory factor 1,-,1771
347733,C2,TUBB2B,"tubulin, beta 2B class IIb",-,1774
29953,C2,TRHDE,thyrotropin-releasing hormone degrading enzyme,-,1778
100130373,C2,LOC100130373,uncharacterized LOC100130373,-,1789
114805,C2,GALNT13,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13),E4,1792
5172,C2,SLC26A4,"solute carrier family 26 (anion exchanger), member 4",-,1842
8091,C2,HMGA2,high mobility group AT-hook 2,-,1856
116372,C2,LYPD1,LY6/PLAUR domain containing 1,-,1872
6323,C2,SCN1A,"sodium channel, voltage-gated, type I, alpha subunit",E4,1880
51560,C2,RAB6B,"RAB6B, member RAS oncogene family",-,1891
120114,C2,FAT3,FAT atypical cadherin 3,-,1892
2049,C2,EPHB3,EPH receptor B3,-,1893
9498,C2,SLC4A8,"solute carrier family 4, sodium bicarbonate cotransporter, member 8",-,1902
10891,C2,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",-,1920
64838,C2,FNDC4,fibronectin type III domain containing 4,-,1945
26011,C2,TENM4,teneurin transmembrane protein 4,-,1952
56924,C2,PAK6,p21 protein (Cdc42/Rac)-activated kinase 6,-,1956
57216,C2,VANGL2,VANGL planar cell polarity protein 2,-,1957
8829,C2,NRP1,neuropilin 1,-,1961
91851,C2,CHRDL1,chordin-like 1,-,1977
149111,C2,CNIH3,cornichon family AMPA receptor auxiliary protein 3,-,1978
